priority	id	text	source	keyword_cat	ws_label	gpt_label	llama_label	tier	majority_label	human_label
12831	12605	الطاهر الكوز ....جهز قناتك في تركيا ..ماعندك مكان وسطنا ...تسقط بس	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12832	12607	تعيس إنت و يدوم خيرك	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12833	12618	والله ياخ سفاسف امور م بنكترث ليها ، لو هو كان حاصل ليهو كدا ، كنت عملت نفس الشي دا	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12834	12620	يا كيزان يا كجر يا ضل يا شجر تسدوها بي هنا تنقد بي هنا #تسقط_بس	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12835	12621	انتي مرات بتظهري حلوة ومرات شينة ليه	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12836	12626	اقسم بالله الحجاب دا يخلوو لي بس	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12837	12629	كيزان حلوين لسان قليلين احسان بعرفو يكسرو التلج بس لكن ما بودعو قروشم في البنوك #موكب6ابريل #مدن_السودان_تنتفض #تسقط_بس	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12838	12630	تمرد أمبارح كشف عن الإختلاف المؤجل بين حميدتي والبرهان، بما يمثله كل رجل من مصالح وإنحيازات.. حميدتي بيقول التمرد دة سببه قوش بلا مواربة، والبرهان بيرد بي إنه دي قوات أنشأها قوش "لاستبدال القوات المسلحة" وأي حاجة بتعملها فالناس طوالي بتقول دة قوش.. #اللعبة_الحلوة #شكرا_حمدوك	old_twitter	hate_political	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12839	12635	المحكمة الجنائية الدولية تصدر مذكرة اعتقال بحق رئيس الوزراء الاسرائيلي نتنياهو ووزير الدفاع السابق غالانت بتهمة ارتكاب جرائم حرب في غزة وكان زعيم الاغلبية في مجلس الشيوخ الامريكي جون ثون قد صرح مؤخرا ان الحكومة الامريكية ستفرض عقوبات على المحكمة الجنائية الدولية اذا اصدرت المحكمة مذكرات اعتقال بحق مسؤولين اسرائيليين	war_corpus	neutral_news	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12840	12637	ادع لي ان لم تجدني؛ علني في كرب لست تعلمه، واعذرني ان رايتني يوما شخصا غير الذي تعرفه؛ فالحزن ان تمكن من قلب يا صاحبي، غير كل شيء، عدا اصل صاحبه __ احمد عبداللطيف	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12841	12639	شباب معطتونا اقسم بالله ڤلنتاينز شنو ياخ استكينوا	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12842	12640	شت شدييد و قال شنو هندفعليك حق القطر و تعالي بكرا تاني	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12843	12641	الكبك ينتشر ويتمدد الكترة غرب المناقل تسجيل دخول جديد	war_corpus	profanity	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12844	12642	الفتاة البيضاء ولدت في السبوتلايت وستموت فيه ما حيت هي السلعة الأقل ندرة والأكثر شعبية حتى لوكانت اقل كفاءة من الداكنة في كل شئ فهنيئاً لها	old_twitter	violence_reporting	OFFENSIVE	HATE	HATE	2	HATE	
12845	12646	المشكلة هسه في ناس حيجيهم انفصام شخصية الصاح شنو والغلط شنو ههه	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12846	12648	وما زال هذا الوالي يمنح امتيازات دون مراعاة اللوائح، وتخصيص اراضي عامة حتي الان 4 لا زال الانتهاكات متواصلة في حق المواطنين في الولاية ما حدث في منطقة رونقتاس بمحلية ازوم يوم الجمعة الموافق 28 فبراير والتي راح ضحيتها المواطن عامر عمر عبدالرحمن وجرح العشرات دون حسيب او رقيب	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12847	12650	في ليلة ال ٢٧ من رمضان اللهم عليك بالدعم السريع اللهم احصهم عددا واقتلهم مددا ولا تغادر منهم احدا يا قوي يا عزيز اللهم انصر قواتنا المسلحة في كل مكان وارحم شهدائهم واشفي جرحاهم يا ارحم الراحمين	war_corpus	violence_reporting	HATE	HATE	NEUTRAL	2	HATE	
12848	12652	خش خش على مسؤلتي يا عم عبدو اخش كيف هي ما فاضية لي	old_twitter	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12849	12653	اسكتو اتكسرت لي في شيوعي واااي بس ما قادره اصدق انو حصل لي كده ابدا ما قادره اصدق	old_twitter	profanity	NEUTRAL	OFFENSIVE	NEUTRAL	2	NEUTRAL	
12850	12658	انها حرب مدن يا سادة وهو نوع معقد من المعارك ومعركة تخاض وتمضي من قبل من يديرونها من الرجال بشعارهم الذي اختاروه دووون يا دووون والله يهون ثبت الله قلوب ابطال قواتنا المسلحة وايدهم بنصر من عنده	war_corpus	violence_reporting	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
12851	12660	نعم عزيزي المواطن انهم منظمة اطبا بلاحدود دعم في الارهاب في السودان	war_corpus	humanitarian	NEUTRAL	HATE	HATE	2	HATE	
12852	12663	المواصلات يابشر انتي ساكنة اخر الدنيا	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12853	12664	صداع زي الشافع الببكي وبصرخ في الطياره	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12854	12671	قائد الهجوم الفاشل على كازقيل يدعى على حموده ولي هاربا الى الحمادي خوفا على حياته تاركا جثث جنوده وعتاد حربي خلفه القلوب هي من تحارب لا بالسلاح يا مرتزقه لستم امنين طوفان كردفان فك حصار الفاشر	war_corpus	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12855	12673	حصل اشتبكت مع زول كبير في السن ؟	war_corpus	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12856	12676	مسيرات الجيش تنفذ هجمات دقيقة في الفاشر ونيالا وتحيد عتادا عسكريا ضخما تابعا للمليشيا المدعومة اماراتيا	war_corpus	violence_reporting	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
12857	12677	كيانك وفكرك دا لو بطلعك من الدين طوالي ابعده والكيان والفكر دا الى جاب الشيوعية وشيوع المراءة والعلمانية والكفر والايمان بالطبيعة اقعد فكر كويس بعدين بتلقاه مسخن قدام	war_corpus	religious_sectarian	NEUTRAL	HATE	HATE	2	HATE	
12858	12684	ولد دا كدي نشوف اغنيه تانيه	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12859	12685	بتوجعو شديد لما يفارقو البحبوها بتوصل معاهم لدرجة البكا والنحيب	old_telegram	dehumanizing	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12860	12688	قالو دكتور شول شب شب شب	old_telegram	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12861	12690	والي الخرطوم يقف على مواقع تقدم القوات المسلحة والقوات المساندة لها ويؤكد ان المقاومة الشعبية هي خيار الشعب	war_corpus	profanity	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12862	12691	اشتباكات عنيفة بين الجيش والجنجويد في الخرطوم 2 اشتباكات عنيفة جدا	war_corpus	violence_reporting	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12863	12695	هو قصدو استفرقي وح تبكي اكيد وكمان لو بطنك فاضية احتمال تصرخي	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12864	12696	طولت وين وين ياخ تعاااال تعال هنا الشوق فتر	war_corpus	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12865	12700	غيييرتو علي بريييدا بحسسني انووو بريدني ريدة شديييدة	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12866	12703	واحد عندو ضولارات التاني ما عندو	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12867	12705	وانا كمان بقووووول نفسسسسس الشي	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12868	12706	والله اللي بيحصل في السودان حاجه بنت وسخه توجع القلب العسكر دول أوساخ في كل العالم والله سياسه وسخه ماشين بيها في كل مكان في العالم،، اللهم انصر إخواننا في السودان على الظلمه والفاسدين يارب. #مليونيه30يونيو #تسقط_تسقط_تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
12869	12709	مقتل الصحفية حبيبة عبد العزيز صباح اليوم أثناء تغطيتها لفض اعتصام رابعة العدوية	old_twitter	revolution_terms	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12870	12710	ياااخ االشخصيه دي عندها كلام كدة	old_telegram	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12871	12713	‏لم يكن الشيطان يوماً في السودان ذو قرون كما يُخيل لنا	old_telegram	dehumanizing	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12872	12717	تمكنت قواتكم المسلحة في المنطقة ولاية الجزيرة من قتل اكثر من ثمانية افراد من المليشيا الارهابية وتغنيم عدد من العربات وعدد من الاسلحة نصر من الله وفتح قريب قشم فوق	war_corpus	violence_reporting	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
12873	12720	ايفون 17 برو ماكس في السودان اسعار تفوق الخيال تفاصيل الخبر على الرابط اخبار_السودان السودان_الان السودان عاجل السودان_اليوم الراي_السوداني الاخبار_العاجلة تابعنا على تيلجرام	war_corpus	neutral_news	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12874	12722	الوضع في الفاشر مطمئن ولا توجد اي اشتباكات اليوم غير قصف الطيران خارج المدينة ماحدث امس تسلل من قبل المليشيا مساء امس للمستشفى الجنوبي نهبت من خلالها الادوية وقامت بقتل المرضى العزل، فجرا استعاد الجيش المستشفى ولاحق المتسليين حتى خارج المدينة غير ذلك طلس واماني الجنجويد مجاهد باسان	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	
12875	12723	في زول نشر رابط القروب في قروب كيزان	war_corpus	hate_political	OFFENSIVE	OFFENSIVE	NEUTRAL	2	OFFENSIVE	
12876	12730	جمعه مباركه عليكم فاتح لو في زول عازمني قهوه	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12877	12734	ام صميمة حينما ازدانت بالكاكي حفظ الله الاخ الفدائي عبدالعظيم وكل اخواننا المدافعين عن شرف هذه الامة	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12878	12735	ماذا لو كان العنكبوت الذي قتلته في غرفتك يظن طوال حياته أنك رفيقه في السكن؟	old_twitter	violence_incitement	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12879	12737	#بني_كوز الملحدين احسن منهم بمراحل وبني كوز بستخدموا الدين كغطاء لاستغلال موارد الدولة واكل اموال الشعب السوداني بالباطل والنتيجةظهرت في تربية اولادهم	old_twitter	religious_sectarian	OFFENSIVE	HATE	HATE	2	HATE	
12880	12742	يا حيّ يا قيّوم برحمتك استغيث، أصلح لي شأني كلّه ولا تكلني إلى نفسي طرفة عينْ.	old_twitter	violence_incitement	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12881	12743	يلا ماشاء الله نحت القطعيه نحت	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12882	12745	يشتد حصار الجنجويد قناة كرري الجيش السوداني علي تلغرام	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	
12883	12746	نمور العباسية على الفيسبوك لا صحه لما يتم تداوله في بعض الصفحات عن انحساب القوات المسلحه من حي العباسيه تم تتريس عدد من المداخل للحي ،كما تم انشاء دفاعات عسكريه لن نتعمق عسكريا اكثر وما النصر الا من عند الله	war_corpus	threats	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12884	12747	عثمان دا اخوي الصغير لازم اساعدو ياخ و بعدين انا عناب موصياني عليهو ياخ	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12885	12749	الكشف المبكر والتوعية بسرطان الثدي عيادات اخرى باطنية، نساء وتوليد، جلدية، صيدلية، فحوصات وموجات صوتية مجانا هدايا وبرامج ثقافية محاضرات وجوائز المكان مركز الشهيد ناجي الطبي ابوادم م 4 الزمان الجمعة ٢٥ اكتوبر من الس8اعة صباحا وحتى الس4اعة مساء	war_corpus	dehumanizing	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12886	12751	فيديو بتاريخ ٥ اغسطس ٢٠٢٣ شاهد كيف سحقت قواتنا المسلحة الميليشيات المتمردة وكبدتها خسائر فادحة الفيديو دعامة محروقين حريق بعد ما تم بلهم الخرطوم محرقة العزاة ومقبرة كل من يتطاول على السودان التحية والتقدير للقوات المسلحه السودانية	war_corpus	dehumanizing	NEUTRAL	HATE	HATE	2	HATE	
12887	12753	المبعوث الاميركي الخاص الى السودان توم بيرييلو يصل مدينة بورتسودان للقاء رئيس مجلس السيادة عبدالفتاح البرهان والمسؤولين بالدولة	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
